msp_name	species	genus	family	order	class	phylum	superkingdom	knowledge
msp_0191	unclassified Butyricimonas	Butyricimonas	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0192	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0193	[Clostridium] scindens	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0194	[Clostridium] sp. 42_12 & CAG:75	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0195	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	known
msp_0196	Alistipes shahii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0197	Megasphaera sp. BL7 & NM10	Megasphaera	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0198	Coprobacter secundus == Gabonia massiliensis	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0199	Muribaculaceae sp. 6	Muribaculaceae sp6	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0200	Anaerostipes caccae	Anaerostipes	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0201	Akkermansia sp. KLE1605	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobiota	Bacteria	unknown
msp_0202	[Acinetobacter] sp. N54.MGS-139 / Proteobacteria bacterium CAG:139	Parasutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0203	Negativibacillus massiliensis	Negativibacillus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0204	Clostridia bacterium UC5.1-1D10 / [Clostridium] sp. CAG:505 / Firmicutes bacterium CAG:466	Anaerotignum	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0205	Firmicutes bacterium CAG:124	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0206	Butyrivibrio crossotus	Butyrivibrio	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0207	[Roseburia] sp. CAG:380	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0208	[Ruminococcus] sp. Marseille-P328 & Blautia sp. 2789STDY5608844 & sp. 2789STDY5608844	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0209	Enterobacter roggenkampii	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0210	unclassified Ruminococcus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0211	[Mediterranea] massiliensis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0212	Dialister invisus	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0213	Flavonifractor plautii	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_0214	Alistipes sp. CAG:268	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0215	Dialister hominis	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0216	Odoribacter laneus	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0217	Bacteroides ndongoniae	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0218	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0219	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0220	Azospirillum sp. 51_20	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0221	Acidaminococcus intestini	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	known
msp_0222	[Clostridium] sp. CAG:354	unclassified Clostridiales 2c	Clostridiales 2c	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0223	[Clostridium] sp. L2-50	Coprococcus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0224	Prevotella copri 2	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0225	Alistipes obesi	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0226	Desulfovibrionaceae bacterium CIM:MAG 900	unclassified Desulfovibrionaceae	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_0227	[Eubacterium] sp. 36_13 & CAG:86 & RUG185	Lachnospira	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0228	Proteus mirabilis	Proteus	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0229	Prevotella sp. 885	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0230	Alistipes inops == Tidjanibacter massiliensis	Tidjanibacter	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0231	unclassified Absiella-Longicatena	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0232	Dorea sp. CAG:317	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0233	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0234	[Catabacter] sp. UBA1685 / Clostridia bacterium CIM:MAG 110_1	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0235	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0236	[Eubacterium] ventriosum	Lachnospiraceae B EuG	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0237	[Roseburia] sp. CAG:182	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0238	Clostridiales bacterium CIM:MAG 404	Lachnospiraceae B EuB	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0239	[Mesosutterella] multiformis	Dakarella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0240	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0241	Klebsiella variicola	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0242	Anaerotignum lactatifermentans	Anaerotignum	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0243	[Clostridium] sp. CAG:253	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0244	[Ruminococcus] sp. CAG:60 / Blautia sp. 2789STDY5608836	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0245	Megasphaera massiliensis	Megasphaera	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0246	Tyzzerella nexilis	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0247	[Clostridium] sp. 44_14 & CAG:277	Lachnospiraceae B TF01-11	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0248	unclassified Victivallales UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0249	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0250	[Ruminococcus] lactaris	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0251	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0252	unclassified Ruminiclostridium	Ruminiclostridium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0253	unclassified Bilophila	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_0254	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0255	unclassified Victivallis	Victivallis	Victivallaceae	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_0256	Bacteroides sp. CAG:462 & sp. Marseille-P3684	Bacteroides CAG-462	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0257	Prevotella sp. UBA634	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0258	Anaerotignum faecicola	Anaerotignum	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0259	Coprococcus comes	Coprococcus B	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0260	Prevotella lascolaii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0261	[Bacteroides] sp. CAG:770	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0262	Ruminococcus callidus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0263	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0264	Parabacteroides sp. SN4	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0265	Faecalibacterium prausnitzii 7	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0266	Fusobacterium ulcerans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0267	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0268	Blautia sp. N6H1-15	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0269	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0270	Firmicutes bacterium CAG:137	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0271	[Eubacterium] sp. CAG:180	Acutalibacteraceae 1 CAG-180	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0272	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0273	[Clostridium] sp. CAG:510	Lachnospiraceae CAG-510	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0274	Sellimonas intestinalis == Drancourtella massiliensis	Sellimonas	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0275	Prevotella stercorea	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0276	Flavonifractor sp. An10	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0277	[Eubacterium] sp. CAG:251 / [Clostridium] sp. A254.MGS-251	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0278	Erysipelotrichaceae bacterium 3_1_53	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0279	Cloacibacillus porcorum	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	known
msp_0280	Sutterella wadsworthensis 2	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0281	Catenibacterium sp. CAG:290	Catenibacterium	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0282	Ruminococcus sp. CAG:330	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0285	[Clostridium] sp. CAG:217 / Clostridiales bacterium CIM:MAG 317_1	Acutalibacteraceae 2 CAG-217	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0286	Ruminococcus sp. 37_24 & sp. 2789STDY5834934	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0287	Alistipes ihumii	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0288	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0289	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0290	[Anaeromassilibacillus] sp. Marseille-P3876	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0291	unclassified Acutalibacteraceae 3 UBA1417	Acutalibacteraceae 3 UBA1417	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0292	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0293	unclassified Bacteroides 2	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0294	Butyrivibrio sp. CAG:318	Butyrivibrio	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0295	Desulfovibrio fairfieldensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	known
msp_0296	unclassified Lachnospiraceae C 14-2	Lachnospiraceae C 14-2	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0297	Anaerotruncus sp. AT3	Anaerotruncus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0298	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0299	[Eubacterium] ramulus	Lachnospiraceae C EuR	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0300	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0301	Faecalibacterium prausnitzii 1	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0302	[Clostridium] sp. CAG:492	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0303	unclassified Oscillospirales 4 UBA5446	Oscillospirales 4 UBA5446	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0304	[Alistipes] sp. CAG:514	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0305	[Roseburia] sp. CAG:303	Lachnospiraceae B CAG-303	Lachnospiraceae B	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0306	Firmicutes bacterium CAG:176	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0307	Dorea longicatena	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0308	[Clostridium] saccharolyticum 2	Lachnoclostridium	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0309	unclassified Blautia	Blautia	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0310	Barnesiella sp. An22	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0311	unclassified Oscillospirales 4 F23-B02	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0312	Firmicutes bacterium CAG:110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0313	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0314	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0315	Firmicutes bacterium CAG:145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0316	unclassified Parabacteroides	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0317	unclassified Oscillospirales 4 UBA5446	Oscillospirales 4 UBA5446	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0318	Alistipes indistinctus	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0319	unclassified Oscillospirales 4 UBA1777	Oscillospirales 4 UBA1777	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0320	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0321	[Clostridium] sp. CAG:411	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0322	unclassified Acutalibacteraceae 1 CAG-177	Acutalibacteraceae 1 CAG-177	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0323	unclassified Clostridium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0324	Alistipes sp. cv1	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0325	Ruminococcus sp. UNK.MGS-30	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0326	unclassified Alistipes	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0327	[Bacteroides] sp. CAG:545	Rikenellaceae 2 RC9	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0328	[Brachyspira] sp. CAG:484	Gastranaerophilaceae CAG-484	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0329	Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0330	Firmicutes bacterium CAG:534	Lachnospiraceae E CAG-85	Lachnospiraceae E	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0331	Dysosmobacter welbionis	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0332	unclassified Acetatifactor	Acetatifactor	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0333	Lactobacillus ruminis	Lactobacillus B	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0334	Longicatena caecimuris	Absiella-Longicatena	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0335	Alistipes dispar	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0336	Bacteroides fluxus	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0337	[Eubacterium] sp. 38_16 & CAG:146	Anaerobutyricum	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0338	Fusobacterium mortiferum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0339	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0340	[Clostridium] leptum	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0341	Klebsiella michiganensis 2	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0342	[Flavonifractor] sp. 2789STDY5834931 / Clostridiales bacterium CCNA10	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0343	[Clostridium] sp. CAG:413	Acutalibacteraceae 1 CAG-177	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0344	[Anaerotruncus] sp. CAG:390	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0345	Faecalibacterium prausnitzii 8	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0346	Lachnoclostridium sp. SNUG30386 / [Clostridium] sp. CAG:43	Lachnoclostridium	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0347	Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0348	unclassified Christensenellales UBA7102	unclassified Christensenellales UBA7102	Christensenellales UBA7102	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0349	Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0350	Fournierella massiliensis	Fournierella	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0351	unclassified Bacteroides CAG-462	Bacteroides CAG-462	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0352	[Oscillibacter] sp. CAG:241 & CIM:MAG 164_1	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0353	Clostridiales bacterium CIM:MAG 424	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
